mensaje_limpio,area
NUEVA ALERTA: Ce reporta daño a la propiedad involucrando a un vendedor informal en KFC. el anfitrión de servisio al cliente en camino.,RECEPCION
Se terminó de limpiar el ducto de basura. todo ok.,MANTENIMIENTO
La camilla de primeros auxilios está lista y en su lugar.,ADMINISTRACION
CONSULTA FRECUENTE: Múltiples clientes preguntando por si tienen servisio de empaque de regalos. Se confirma la información para estandarizar respuesta.,RECEPCION
CONSULTA FRECUENTE: Múltiples clientes preguntando por si tienen servicio de empaque de regalos. Se confirma la información para estandarizar respuesta.,RECEPCION
ALERTA DE RIESGO: Se detecta derrame de líquido resbaloso en la entrada de la Av. Orellana. el operador de cámaras y ce realiza inspección del área.,SSO
Wenos dias! el punto de info ya esta abierto.,RECEPCION
"ACTUALIZACIÓN TÉCNICA: Respecto a la falla de el sistema de AC (chiller 2), se solicita cotización de repuesto. El estado actual es: pendiente por repuesto.",MANTENIMIENTO
Monitoreo preventivo: Operador de cámaras reporta un vendedor informal con actitud inusual en Fybeca. Ce mantiene vijilancia activa.,ADMINISTRACION
INSPECCIÓN DE RUTINA: Se esta realizando la verificacion periódica de gabinete contra incendios en el sector de Lee. Novedades serán reportadas.,SSO
TRABAJO FINALIZADO: El la bomba de agua del subsuelo 1 a sido reparado. Queda operativo. Estado final: reportada.,MANTENIMIENTO
OBJETO ENCONTRADO: Ce a reportado el hallazgo de una laptop en su maletín en De Prati. Se custodia en recepción bajo el código 135.,RECEPCION
NUEVA ALERTA: Ce reporta cliente agresivo involucrando a un individuo con mochila y gorra en los baños del cegundo piso. el operador de cámaras en camino.,MANTENIMIENTO
Wenos dias equipo! a darle con todo.,ADMINISTRACION
Mantenimiento programado: Ce informa q ce realizará mantenimiento preventivo en el sistema de AC (chiller 2) de 23:00 a 01:00.,MANTENIMIENTO
Monitoreo preventivo: Operador de cámaras reporta una persona desorientada con actitud inusual en Etafashion. Ce mantiene vijilancia activa.,ADMINISTRACION
"Nesesito un plomero URGENTE en la parqueadero subsuelo 2, un lababo no para de gotear.",MANTENIMIENTO
CONSULTA FRECUENTE: Múltiples clientes preguntando por la ubicación de los cajeros automáticos. Se confirma la información para estandarizar respuesta.,RECEPCION
TRABAJO FINALIZADO: El la puerta automática del acceso principal a sido reparado. Queda operativo. Estado final: pendiente por repuesto.,MANTENIMIENTO
"Ay unos estudiantes asiendo encuestas, tienen permiso??",ADMINISTRACION
SEGUIMIENTO SSO: La condición de andamio sin señalizar en Fybeca a sido mitigada. Estado actual: solucionada.,ADMINISTRACION
"ACTUALIZACIÓN TÉCNICA: Respecto a la falla de el generador de emerjencia, ce solicita cotización de repuesto. El estado actual es: siendo atendida.",MANTENIMIENTO
Mantenimiento programado: Ce informa q ce realizará mantenimiento preventivo en el extractor de olores del patio de comidas de 23:00 a 01:00.,MANTENIMIENTO
TRABAJO FINALIZADO: El la escalera eléctrica 3 a sido reparado. Queda operativo. Estado final: cerrada con obcervación.,MANTENIMIENTO
Recibida alerta de panico desde la joyeria. unidades en camino.,ADMINISTRACION
SERVICIO AL CLIENTE: Un visitante en el punto de información solicita un coche para bebé. el prevencionista brindando asistencia.,RECEPCION
Monitoreo preventivo: Operador de cámaras reporta una pareja discutiendo a gritos con actitud inusual en Sukasa. Ce mantiene vijilancia activa.,ADMINISTRACION
Monitoreo preventivo: Operador de cámaras reporta una persona desorientada con actitud inusual en Sukasa. Ce mantiene vijilancia activa.,ADMINISTRACION
Mantenimiento programado: Ce informa q ce realizará mantenimiento preventivo en la bomba de agua del subsuelo 1 de 23:00 a 01:00.,MANTENIMIENTO
SERVICIO AL CLIENTE: Un visitante en el punto de información solicita asistencia para llamar a un taxi ceguro. el supervisor de turno brindando asistencia.,RECEPCION
El De Prati se keja q el aire no enfria. ya vamos a ver.,MANTENIMIENTO
OBJETO ENCONTRADO: Ce a reportado el allazgo de unas llaves de auto (marca Chevrolet) en De Prati. Se custodia en recepción bajo el código 353.,RECEPCION
Relevo del Guardia de turno en la puerta 5 listo. todo ok.,MANTENIMIENTO
Monitoreo preventivo: Operador de cámaras reporta el conductor de un Spark GT rojo con actitud inusual en el patio de comidas. Ce mantiene vijilancia activa.,ADMINISTRACION
"SEGUIMIENTO: Sobre el caso de cliente agresivo en la entrada de la Av. Orellana, se toma declaración al afectado. El estado actual es: requiere proveedor externo.",RECEPCION
INSPECCIÓN DE RUTINA: Se esta realizando la verificacion periódica de kit antiderrames en el cector de Explorer. Novedades cerán reportadas.,ADMINISTRACION
CONSULTA FRECUENTE: Múltiples clientes preguntando por si tienen servicio de empaque de regalos. Se confirma la información para estandarizar respuesta.,RECEPCION
El Anfitrión ta ayudando a un cliente a encontrar su carro.,RECEPCION
"ACTUALIZACIÓN TÉCNICA: Respecto a la falla de la bomba de agua del subsuelo 1, se aísla el circuito. El estado actual es: en monitoreo.",MANTENIMIENTO
CONSULTA FRECUENTE: Múltiples clientes preguntando por dónde puedo pagar el parqueadero. Se confirma la información para estandarizar respuesta.,RECEPCION
OBJETO ENCONTRADO: Ce a reportado el hallazgo de una laptop en su maletín en KFC. Se custodia en recepción bajo el código 988.,RECEPCION
Rebision de luses de emerjencia. todas funsionan.,ADMINISTRACION
"SEGUIMIENTO: Sobre el caso de vehículo abandonado en la azotea técnica, se revisan grabaciones. El estado actual es: escalada a gerencia.",ADMINISTRACION
CIERRE DE CASO: La novedad sobre persona sospechosa a sido controlada. el operador de cámaras reporta normalidad en la zona. Estado final: en monitoreo.,ADMINISTRACION
INSPECCIÓN DE RUTINA: Se esta realizando la verificacion periódica de kit antiderrames en el sector de Payless. Novedades serán reportadas.,ADMINISTRACION
TRABAJO FINALIZADO: El el extractor de olores del patio de comidas a sido reparado. Queda operativo. Estado final: resuelta temporalmente.,MANTENIMIENTO
CONSULTA FRECUENTE: Múltiples clientes preguntando por si el centro comercial es pet friendly. Se confirma la información para estandarizar respuesta.,RECEPCION
CONSULTA FRECUENTE: Múltiples clientes preguntando por los horarios por el feriado. Se confirma la información para estandarizar respuesta.,RECEPCION
"SEGUIMIENTO: Sobre el caso de activación de botón de pánico en De Prati, se notifica a la Policía Nacional. El estado actual es: requiere proveedor externo.",ADMINISTRACION
El op de cctv dice q ay un grupo sospechoso serca del De Prati. el Guardia de turno ya va a ver.,SEGURIDAD
Una cliente necesita ayuda para subir sus compras al taxi. Atención al Cliente ayudando.,RECEPCION
SEGUIMIENTO SSO: La condición de cable expuesto en pasillo en Fybeca a sido mitigada. Estado actual: escalada a gerencia.,ADMINISTRACION
NUEVA ALERTA: Ce reporta carterista reportado involucrando a un cliente en estado etílico en Marathon Sports. el técnico residente en camino.,RECEPCION
ALERTA DE RIESGO: Se detecta fuga de gas en local de comida en la zona bancaria. el técnico residente y ce realiza inspección del área.,MANTENIMIENTO
Se registra el objeto perdido 234: un paraguas.,RECEPCION
Mantenimiento programado: Ce informa q ce realizará mantenimiento preventivo en el sistema de AC (chiller 2) de 23:00 a 01:00.,MANTENIMIENTO
"Sip, ya esta areglada la puerta automatica de la entrada 2. funsionando ok.",MANTENIMIENTO
"SEGUIMIENTO: Sobre el caso de intento de hurto en Noe Sushi Bar, se busca a los padres del menor. El estado actual es: escalada a gerencia.",SEGURIDAD
ALERTA DE RIESGO: Se detecta material inflamable mal almacenado en el pasillo central. el coordinador de operaciones y se activa el protocolo de emergencias.,SSO
Una cliente necesita ayuda para subir sus compras al taxi. Recepcionista ayudando.,RECEPCION
CIERRE DE CASO: La novedad sobre activación indebida de manguera de incendios a sido controlada. el supervisor de turno reporta normalidad en la zona. Estado final: pendiente por repuesto.,SSO
NUEVA ORDEN DE TRABAJO: Falla reportada en el sistema de AC (chiller 2) ubicado en el parqueadero subterráneo 2. Síntoma: goteo constante.,MANTENIMIENTO
OBJETO ENCONTRADO: Ce a reportado el allazgo de un paraguas negro en Supercines. Se custodia en recepción bajo el código 807.,RECEPCION
Rebision de bombas de agua lista. la presion esta estable. todo bn.,MANTENIMIENTO
OBJETO ENCONTRADO: Ce a reportado el hallazgo de los lentes de un niño en el pasillo de cervisios. Se custodia en recepción bajo el código 450.,RECEPCION
CONSULTA FRECUENTE: Múltiples clientes preguntando por la ubicación de los cajeros automáticos. Se confirma la información para estandarizar respuesta.,RECEPCION
CONSULTA FRECUENTE: Múltiples clientes preguntando por si el centro comercial es pet friendly. Se confirma la información para estandarizar respuesta.,RECEPCION
El paramedico ta en la enfermeria x siakaso.,ADMINISTRACION
OBSERVACIÓN DE SEGURIDAD: Contratista asiendo trabajos en Lee fue advertido por derrame de líquido resbaloso. Se corrije la postura.,SEGURIDAD
SERVICIO AL CLIENTE: Un visitante en el punto de información solicita una silla de ruedas. el paramédico brindando asistencia.,RECEPCION
CONSULTA FRECUENTE: Múltiples clientes preguntando por los horarios por el feriado. Se confirma la información para estandarizar respuesta.,RECEPCION
Se realiza charla de 5 minutos sobre manejo de cargas al personal de bodega.,ADMINISTRACION
Mantenimiento programado: Ce informa q ce realizará mantenimiento preventivo en el ascensor panorámico de 23:00 a 01:00.,MANTENIMIENTO
Recordatorio automatico: la campaña de Black Friday se activa en 48h. Todo listo?,MERCADEO
OBSERVACIÓN DE SEGURIDAD: Contratista asiendo trabajos en De Prati fue advertido por derrame de líquido resbaloso. Se corrije la postura.,SEGURIDAD
ALERTA DE RIESGO: Se detecta derrame de líquido resbaloso en Mi Juguetería. el operador de cámaras y ce realiza inspección del área.,SSO
Se solicita presencia en el Pycca por conato de discusion.,SEGURIDAD
TRABAJO FINALIZADO: El la puerta automática del acceso principal a sido reparado. Queda operativo. Estado final: escalada a gerencia.,MANTENIMIENTO
"SEGUIMIENTO: Sobre el caso de vehículo abandonado en el parqueadero subterráneo 2, se aísla el área. El estado actual es: en verificación.",ADMINISTRACION
El Técnico polivalente de linpiesa ta con la makina pulidora. pongan el letrero.,ADMINISTRACION
Mantenimiento programado: Ce informa q ce realizará mantenimiento preventivo en la bomba de agua del subsuelo 1 de 23:00 a 01:00.,MANTENIMIENTO
"Nesesito un plomero URGENTE en la puerta 3, un lababo no para de gotear.",MANTENIMIENTO
CIERRE DE CASO: La novedad sobre intento de hurto a sido controlada. el supervisor de turno reporta normalidad en la zona. Estado final: requiere proveedor externo.,SEGURIDAD
Monitoreo preventivo: Operador de cámaras reporta un vendedor informal con actitud inusual en la azotea técnica. Ce mantiene vijilancia activa.,ADMINISTRACION
OBJETO ENCONTRADO: Ce a reportado el hallazgo de una billetera con documentos en la azotea técnica. Se custodia en recepción bajo el código 307.,RECEPCION
ALERTA DE RIESGO: Se detecta andamio sin señalizar en Marathon Sports. el supervisor de turno y se coloca señalética de advertencia.,SSO
"SEGUIMIENTO: Sobre el caso de persona sospechosa en el pasillo de servicios, se busca a los padres del menor. El estado actual es: resuelta temporalmente.",ADMINISTRACION
La campaña del dia del padre ya tiene el arte aprobado. Bien ahi Diseñador Gráfico!,MERCADEO
TRABAJO FINALIZADO: El el ascensor panorámico a sido reparado. Queda operativo. Estado final: resuelta temporalmente.,MANTENIMIENTO
Monitoreo preventivo: Operador de cámaras reporta una pareja discutiendo a gritos con actitud inusual en Payless. Ce mantiene vijilancia activa.,ADMINISTRACION
TRABAJO FINALIZADO: El la compactadora de basura a sido reparado. Queda operativo. Estado final: cerrada con obcervación.,MANTENIMIENTO
Analisis de sentimiento de TikTok: 90 positivos. La gente amó el concierto en la plaza. Nada mal.,MERCADEO
La puerta contra insendios del bodegas no puede estar trabada. kien puso eso?,MANTENIMIENTO
CIERRE DE CASO: La novedad sobre persona sospechosa a sido controlada. la unidad motorizada Alpha1 reporta normalidad en la zona. Estado final: siendo atendida.,ADMINISTRACION
OBSERVACIÓN DE SEGURIDAD: Contratista asiendo trabajos en la entrada de la Av. Orellana fue advertido por fuga de gas en local de comida. Se corrije la postura.,MANTENIMIENTO
CIERRE DE CASO: La novedad sobre conato de riña a sido controlada. el operador de cámaras reporta normalidad en la zona. Estado final: reportada.,ADMINISTRACION
"SEGUIMIENTO: Sobre el caso de vandalismo en baños en Lee, se busca a los padres del menor. El estado actual es: solucionada.",MANTENIMIENTO
NUEVA ALERTA: Ce reporta vandalismo en baños involucrando a un grupo de 3 jóvenes en el área de juegos infantiles. el supervisor de turno en camino.,MANTENIMIENTO
CIERRE DE CASO: La novedad sobre vandalismo en baños a sido controlada. el prevencionista reporta normalidad en la zona. Estado final: requiere proveedor externo.,MANTENIMIENTO
Una cliente necesita ayuda para subir sus compras al taxi. Anfitrión ayudando.,RECEPCION
OBJETO ENCONTRADO: Ce a reportado el allazgo de una laptop en su maletín en GMO. Se custodia en recepción bajo el código 616.,RECEPCION
Mantenimiento programado: Ce informa q ce realizará mantenimiento preventivo en el sistema de AC (chiller 2) de 23:00 a 01:00.,MANTENIMIENTO
OBSERVACIÓN DE SEGURIDAD: Contratista asiendo trabajos en el cuarto de generadores fue advertido por uso incorrecto de EPP por contratista. Se corrije la postura.,SSO
CIERRE DE CASO: La novedad sobre cliente agresivo a sido controlada. el técnico residente reporta normalidad en la zona. Estado final: requiere proveedor externo.,RECEPCION
Hay gente preguntando en los comentarios dnd es el canje. Community Manager respondiendo a todos.,RECEPCION
La puerta contra insendios del isla de ventas no puede estar trabada. kien puso eso?,MANTENIMIENTO
OBSERVACIÓN DE SEGURIDAD: Contratista asiendo trabajos en GMO fue advertido por obstrucción de ruta de evacuación con mercadería. Se corrije la postura.,SEGURIDAD
"ACTUALIZACIÓN TÉCNICA: Respecto a la falla de el generador de emerjencia, ce aísla el circuito. El estado actual es: cerrada con obcervación.",MANTENIMIENTO
Wenos dias! el punto de info ya esta abierto.,RECEPCION
NUEVA ORDEN DE TRABAJO: Falla reportada en el generador de emergencia ubicado en Payless. Síntoma: cortocircuito.,MANTENIMIENTO
La campaña del dia del padre ya tiene el arte aprobado. Bien ahi Coordinador de Mkt!,MERCADEO
